element_id,tests,docs,examples,missing
ffx starnix adb --adb,0,1,0,"examples|tests"
ffx starnix adb connect,0,1,0,"examples|tests"
ffx starnix adb proxy,0,1,1,"tests"
ffx starnix adb proxy --moniker,0,1,0,"examples|tests"
ffx starnix adb proxy --no-autoconnect,0,1,0,"examples|tests"
ffx starnix adb proxy --port,0,1,0,"examples|tests"
ffx starnix console,0,1,1,"tests"
ffx starnix console --env,0,1,0,"examples|tests"
ffx starnix console --moniker,0,1,0,"examples|tests"
ffx starnix kill,0,1,1,"tests"
ffx starnix kill --pid,0,1,0,"examples|tests"
ffx starnix kill --signal,0,1,0,"examples|tests"
ffx starnix resume,0,1,1,"tests"
ffx starnix suspend,0,1,1,"tests"
ffx starnix vmo,0,1,1,"tests"
ffx starnix vmo --koid,0,1,0,"examples|tests"
ffx storage,30,1,0,"examples"
ffx target,14,5,26,""
ffx target add,2,3,2,""
ffx target add --nowait,1,1,0,"examples"
ffx target bootloader,0,1,0,"examples|tests"
ffx target bootloader --manifest,0,1,0,"examples|tests"
ffx target bootloader --product,0,1,0,"examples|tests"
ffx target bootloader --product-bundle,0,1,0,"examples|tests"
ffx target bootloader --skip-verify,0,1,0,"examples|tests"
ffx target bootloader boot,0,1,0,"examples|tests"
ffx target bootloader boot --slot,0,1,0,"examples|tests"
ffx target bootloader boot --vbmeta,0,1,0,"examples|tests"
ffx target bootloader boot --zbi,0,1,0,"examples|tests"
ffx target bootloader info,0,1,0,"examples|tests"
ffx target bootloader lock,0,1,0,"examples|tests"
ffx target bootloader unlock,0,1,0,"examples|tests"
ffx target bootloader unlock --cred,0,1,0,"examples|tests"
ffx target bootloader unlock --force,0,1,0,"examples|tests"
ffx target clear-preferred-ssh-address,0,1,0,"examples|tests"
ffx target default,0,1,4,"tests"
ffx target default get,0,1,2,"tests"
ffx target default set,0,1,1,"tests"
ffx target default unset,0,1,1,"tests"
ffx target discover,0,3,0,"examples|tests"
ffx target discover --loop,0,1,0,"examples|tests"
ffx target discover --quiet,0,1,0,"examples|tests"
ffx target discover --stop,0,1,0,"examples|tests"
ffx target discover --time,0,1,0,"examples|tests"
ffx target discover clear,0,1,0,"examples|tests"
ffx target echo,0,1,1,"tests"
ffx target echo --repeat,0,1,0,"examples|tests"
ffx target fastboot,0,1,1,"tests"
ffx target fastboot authorize,0,1,0,"examples|tests"
ffx target fastboot continue,0,1,0,"examples|tests"
ffx target fastboot flash,0,1,1,"tests"
ffx target fastboot getvar,0,1,0,"examples|tests"
ffx target fastboot oem,0,1,0,"examples|tests"
ffx target fastboot reboot,3,1,0,"examples"
ffx target fastboot sparse,0,1,0,"examples|tests"
ffx target fastboot sparse --size,0,1,0,"examples|tests"
ffx target fastboot stage,0,1,0,"examples|tests"
ffx target flash,0,5,3,"tests"
ffx target flash --authorized-keys,0,1,0,"examples|tests"
ffx target flash --manifest,0,1,1,"tests"
ffx target flash --min-timeout-secs,0,1,0,"examples|tests"
ffx target flash --no-bootloader-reboot,0,1,0,"examples|tests"
ffx target flash --oem-stage,0,1,0,"examples|tests"
ffx target flash --product,0,1,1,"tests"
ffx target flash --product-bundle,0,1,0,"examples|tests"
ffx target flash --skip-verify,0,1,0,"examples|tests"
ffx target flash --timeout-rate,0,1,0,"examples|tests"
ffx target forward,0,1,0,"examples|tests"
ffx target forward tcp,0,1,0,"examples|tests"
ffx target get-time,0,1,1,"tests"
ffx target get-time --boot,0,1,0,"examples|tests"
ffx target list,4,14,4,""
ffx target list --allow-addrs,0,1,0,"examples|tests"
ffx target list --deny-addrs,0,1,0,"examples|tests"
ffx target list --format,1,1,1,""
ffx target list --no-ipv4,0,1,0,"examples|tests"
ffx target list --no-ipv6,0,1,0,"examples|tests"
ffx target list --no-mdns,0,1,0,"examples|tests"
ffx target list --no-probe,3,1,0,"examples"
ffx target list --no-usb,2,1,0,"examples"
ffx target log-message,0,1,1,"tests"
ffx target log-message --severity,0,1,0,"examples|tests"
ffx target log-message --tag,0,1,0,"examples|tests"
ffx target off,0,1,0,"examples|tests"
ffx target package,0,1,1,"tests"
ffx target package explore,0,1,1,"tests"
ffx target package explore --command,0,1,0,"examples|tests"
ffx target package explore --fuchsia-pkg-resolver,0,1,0,"examples|tests"
ffx target package explore --subpackage,0,1,0,"examples|tests"
ffx target package explore --tools,0,1,0,"examples|tests"
ffx target package gc,0,1,0,"examples|tests"
ffx target package resolve,0,1,0,"examples|tests"
ffx target reboot,10,2,1,""
ffx target reboot --bootloader,1,1,1,""
ffx target reboot --recovery,0,1,0,"examples|tests"
ffx target remove,0,1,1,"tests"
ffx target remove --all,0,1,0,"examples|tests"
ffx target repository,1,2,0,"examples"
ffx target repository deregister,0,2,0,"examples|tests"
ffx target repository deregister --port,0,1,0,"examples|tests"
ffx target repository deregister --repository,0,1,0,"examples|tests"
ffx target repository list,0,2,0,"examples|tests"
ffx target repository register,1,2,0,"examples"
ffx target repository register --address-override,0,1,0,"examples|tests"
ffx target repository register --alias,1,2,0,"examples"
ffx target repository register --alias-conflict-mode,0,1,0,"examples|tests"
ffx target repository register --json-uri,0,1,0,"examples|tests"
ffx target repository register --port,0,1,0,"examples|tests"
ffx target repository register --repository,1,1,0,"examples"
ffx target repository register --storage-type,0,1,0,"examples|tests"
ffx target repository resolve,0,1,0,"examples|tests"
ffx target repository rule,0,1,0,"examples|tests"
ffx target repository rule replace,0,1,0,"examples|tests"
ffx target repository rule replace --json-uri,0,1,0,"examples|tests"
ffx target repository rule replace --rule,0,1,0,"examples|tests"
ffx target screenshot,1,1,1,""
ffx target screenshot --dir,0,1,0,"examples|tests"
ffx target screenshot --format,1,1,0,"examples"
ffx target set-preferred-ssh-address,0,1,1,"tests"
ffx target shell,0,1,0,"examples|tests"
ffx target show,1,3,0,"examples"
ffx target show --desc,0,1,0,"examples|tests"
ffx target show --label,0,1,0,"examples|tests"
ffx target snapshot,0,2,1,"tests"
ffx target snapshot --dir,0,1,0,"examples|tests"
ffx target snapshot --dump-annotations,0,1,0,"examples|tests"
ffx target snapshot --upload,0,1,0,"examples|tests"
ffx target ssh,2,1,1,""
ffx target ssh --sshconfig,0,1,0,"examples|tests"
ffx target status,0,1,0,"examples|tests"
ffx target update,0,3,3,"tests"
ffx target update channel,0,2,1,"tests"
ffx target update channel get-current,0,1,0,"examples|tests"
ffx target update channel get-next,0,1,0,"examples|tests"
ffx target update channel list,0,1,0,"examples|tests"
ffx target update channel set,0,1,0,"examples|tests"
ffx target update check-now,0,2,1,"tests"
ffx target update check-now --monitor,0,1,1,"tests"
ffx target update check-now --product-bundle,0,1,0,"examples|tests"
ffx target update check-now --product-bundle-port,0,1,0,"examples|tests"
ffx target update check-now --service-initiated,0,1,0,"examples|tests"
ffx target update force-install,0,1,1,"tests"
ffx target update force-install --packageless,0,1,0,"examples|tests"
ffx target update force-install --product-bundle,0,1,0,"examples|tests"
ffx target update force-install --product-bundle-path,0,1,0,"examples|tests"
ffx target update force-install --product-bundle-port,0,1,0,"examples|tests"
ffx target update force-install --reboot,0,1,0,"examples|tests"
ffx target update wait-for-commit,0,1,0,"examples|tests"
ffx target wait,2,1,1,""
ffx target wait --down,1,1,0,"examples"
ffx target wait --timeout,2,1,0,"examples"
ffx target wipe,0,1,0,"examples|tests"
ffx target wipe --force,0,1,0,"examples|tests"
ffx test,64,2,2,""
ffx test early-boot-profile,0,1,0,"examples|tests"
ffx test early-boot-profile --output-directory,0,1,0,"examples|tests"
ffx test list-cases,0,1,0,"examples|tests"
ffx test list-cases --realm,0,1,0,"examples|tests"
ffx test run,2,2,2,""
ffx test run --break-on-failure,0,1,0,"examples|tests"
ffx test run --capture-syslog,0,1,0,"examples|tests"
ffx test run --continue-on-timeout,0,1,0,"examples|tests"
ffx test run --count,0,1,0,"examples|tests"
ffx test run --disable-output-directory,0,1,0,"examples|tests"
ffx test run --experimental-parallel-execution,0,1,0,"examples|tests"
ffx test run --filter-ansi,0,1,0,"examples|tests"
ffx test run --max-severity-logs,0,1,0,"examples|tests"
ffx test run --min-severity-logs,0,1,0,"examples|tests"
ffx test run --no-cases-equals-success,0,1,0,"examples|tests"
ffx test run --no-exception-channel,0,1,0,"examples|tests"
ffx test run --output-directory,0,2,0,"examples|tests"
ffx test run --parallel,0,1,0,"examples|tests"
ffx test run --pilot,0,1,0,"examples|tests"
ffx test run --realm,0,1,1,"tests"
ffx test run --run-disabled,0,1,0,"examples|tests"
ffx test run --show-full-moniker-in-logs,0,1,0,"examples|tests"
ffx test run --stop-after-failures,0,1,0,"examples|tests"
ffx test run --test-file,0,1,1,"tests"
ffx test run --test-filter,0,2,1,"tests"
ffx test run --timeout,0,1,0,"examples|tests"
ffx trace,44,2,2,""
ffx trace list-categories,0,2,0,"examples|tests"
ffx trace list-category-groups,0,1,0,"examples|tests"
ffx trace list-providers,0,2,0,"examples|tests"
ffx trace start,1,2,2,""
ffx trace start --background,1,2,0,"examples"
ffx trace start --buffer-size,1,2,1,""
ffx trace start --buffering-mode,1,2,1,""
ffx trace start --categories,1,2,1,""
ffx trace start --duration,0,2,0,"examples|tests"
ffx trace start --no-symbolize,0,1,0,"examples|tests"
ffx trace start --no-verify-trace,0,1,0,"examples|tests"
ffx trace start --nocompress,1,1,0,"examples"
ffx trace start --on-boot,0,1,0,"examples|tests"
ffx trace start --output,0,1,0,"examples|tests"
ffx trace start --retain-raw-fidl,0,1,0,"examples|tests"
ffx trace start --trigger,0,2,1,"tests"
ffx trace start --verbose,0,1,0,"examples|tests"
ffx trace status,0,2,0,"examples|tests"
ffx trace stop,2,2,0,"examples"
ffx trace stop --abort,1,1,0,"examples"
ffx trace stop --no-symbolize,0,1,0,"examples|tests"
ffx trace stop --no-verify-trace,0,1,0,"examples|tests"
ffx trace stop --output,1,2,0,"examples"
ffx trace stop --retain-raw-fidl,0,1,0,"examples|tests"
ffx trace stop --verbose,0,1,0,"examples|tests"
ffx trace symbolize,0,2,0,"examples|tests"
ffx trace symbolize --fxt,0,2,0,"examples|tests"
ffx trace symbolize --ir-path,0,2,0,"examples|tests"
ffx trace symbolize --ordinal,0,2,0,"examples|tests"
ffx trace symbolize --outfile,0,2,0,"examples|tests"
ffx trace symbolize --retain-raw-fidl,0,1,0,"examples|tests"
ffx triage,0,1,0,"examples|tests"
ffx triage --config,0,1,0,"examples|tests"
ffx triage --data,0,1,0,"examples|tests"
ffx triage --exclude-tag,0,1,0,"examples|tests"
ffx triage --tag,0,1,0,"examples|tests"
ffx version,9,1,0,"examples"
ffx version --verbose,0,1,0,"examples|tests"
ffx wlan,0,1,17,"tests"
ffx wlan ap,0,1,5,"tests"
ffx wlan ap listen,0,1,1,"tests"
ffx wlan ap start,0,1,1,"tests"
ffx wlan ap start --credential,0,1,0,"examples|tests"
ffx wlan ap start --credential-type,0,1,0,"examples|tests"
ffx wlan ap start --security-type,0,1,0,"examples|tests"
ffx wlan ap start --ssid,0,1,0,"examples|tests"
ffx wlan ap status,0,1,1,"tests"
ffx wlan ap stop,0,1,1,"tests"
ffx wlan ap stop --credential,0,1,0,"examples|tests"
ffx wlan ap stop --credential-type,0,1,0,"examples|tests"
ffx wlan ap stop --security-type,0,1,0,"examples|tests"
ffx wlan ap stop --ssid,0,1,0,"examples|tests"
ffx wlan ap stop-all,0,1,1,"tests"
ffx wlan client,0,1,11,"tests"
ffx wlan client batch-config,0,1,2,"tests"
ffx wlan client batch-config dump,0,1,0,"examples|tests"
ffx wlan client batch-config restore,0,1,0,"examples|tests"
ffx wlan client connect,0,1,1,"tests"
ffx wlan client connect --security-type,0,1,0,"examples|tests"
ffx wlan client connect --ssid,0,1,0,"examples|tests"
ffx wlan client list-saved-networks,0,1,1,"tests"
ffx wlan client listen,0,1,1,"tests"
ffx wlan client remove-network,0,1,1,"tests"
ffx wlan client remove-network --credential,0,1,0,"examples|tests"
ffx wlan client remove-network --credential-type,0,1,0,"examples|tests"
ffx wlan client remove-network --security-type,0,1,0,"examples|tests"
ffx wlan client remove-network --ssid,0,1,0,"examples|tests"
ffx wlan client save-network,0,1,1,"tests"
ffx wlan client save-network --credential,0,1,0,"examples|tests"
ffx wlan client save-network --credential-type,0,1,0,"examples|tests"
ffx wlan client save-network --security-type,0,1,0,"examples|tests"
ffx wlan client save-network --ssid,0,1,0,"examples|tests"
ffx wlan client scan,0,1,1,"tests"
ffx wlan client start,0,1,1,"tests"
ffx wlan client status,0,1,1,"tests"
ffx wlan client stop,0,1,1,"tests"
ffx wlan deprecated,0,1,1,"tests"
ffx wlan deprecated suggest-mac,0,1,1,"tests"
